frame,n,p50_us,p95_us,p99_us,max_us,over,temp_c,cur_khz,volt_uv,curr_ua,power_mw,aud_q,aud_under,aud_over
3840,60,10843,12897,13622,13622,0,34,600000,4047000,,,9208,0,0
3900,60,10831,13942,14526,14526,0,34,600000,4049000,,,8275,0,0
3960,60,10857,13209,14266,14266,0,34,600000,4038000,,,9388,0,0
4020,60,10850,12925,20104,20104,2,34,600000,4048000,,,8456,0,0
4080,60,10795,13179,20084,20084,2,34,600000,4048000,,,9572,0,0
4140,60,10862,13972,20209,20209,2,34,600000,4048000,,,8639,0,0
4200,60,10844,13343,14472,14472,0,34,600000,4049000,,,9752,0,0
4260,60,10854,12934,13634,13634,0,34,600000,4046000,,,8820,0,0
4320,60,14267,16804,19294,19294,4,34,600000,4052000,,,5840,0,0
4380,60,15064,17366,20867,20867,4,34,1416000,4047000,,,1452,5,0
4440,60,9480,12995,14377,14377,0,35,1416000,4042000,,,2565,0,0
4500,60,9470,12961,13959,13959,0,35,1416000,4038000,,,3681,0,0
4560,60,9476,13433,14691,14691,0,35,1416000,4038000,,,2749,0,0
4620,60,9467,12764,14674,14674,0,36,1416000,4040000,,,3864,0,0
4680,60,9458,12719,14833,14833,0,36,1416000,4027000,,,2929,0,0
4740,60,9420,12404,14420,14420,0,35,1416000,4040000,,,4045,0,0
4800,60,9355,12481,13536,13536,0,35,1416000,4028000,,,5161,0,0
4860,60,9389,13411,13849,13849,0,36,1416000,4031000,,,4228,0,0
4920,60,9454,13134,13686,13686,0,36,1416000,4025000,,,5341,0,0
4980,60,9461,12839,13211,13211,0,36,1416000,4030000,,,6457,0,0
5040,60,9642,12700,13104,13104,0,36,1416000,4025000,,,5525,0,0
5100,60,9593,13069,14231,14231,0,36,1416000,4042000,,,6640,0,0
5160,60,9503,13262,14349,14349,0,36,1416000,4025000,,,7753,0,0
5220,60,9482,12435,13771,13771,0,36,1416000,4027000,,,6821,0,0
5280,60,9484,12641,14461,14461,0,36,1416000,4029000,,,7937,0,0
5340,60,9247,13073,14919,14919,0,36,1416000,4035000,,,9052,0,0
5364,24,9368,11094,28735,28735,1,33,600000,4039000,,,0,40,0
# total_frames=5364 over_budget=40 budget_us=16742
