frame,n,p50_us,p95_us,p99_us,max_us,over,temp_c,cur_khz,volt_uv,curr_ua,power_mw,aud_q,aud_under,aud_over
2580,60,12928,14871,15788,15788,0,34,816000,4052000,,,9530,0,1
2640,60,7827,10558,11990,11990,0,34,1008000,4045000,,,8595,0,0
2700,60,8837,10290,12139,12139,0,34,408000,4044000,,,9711,0,0
2760,60,8839,11151,20185,20185,2,35,1008000,4051000,,,8776,0,0
2820,60,8856,10203,11198,11198,0,34,1008000,4057000,,,9892,0,0
2880,60,8715,10495,11207,11207,0,34,408000,4048000,,,11007,0,0
2940,60,8912,11498,20149,20149,2,34,816000,4055000,,,10075,0,0
3000,60,8910,10691,11868,11868,0,34,816000,4057000,,,11188,0,0
3060,60,8918,10479,10969,10969,0,34,408000,4056000,,,10256,0,0
3120,60,8906,11238,20376,20376,2,34,816000,4054000,,,9323,0,0
3180,60,8912,10519,11553,11553,0,34,816000,4050000,,,10439,0,0
3240,60,8888,10417,11313,11313,0,34,816000,4057000,,,11552,0,0
3300,60,8895,10945,12460,12460,0,34,408000,4057000,,,10620,0,0
3360,60,8912,11069,20494,20494,2,34,816000,4054000,,,11735,0,0
3420,60,8890,10208,11072,11072,0,34,816000,4058000,,,10803,0,0
3480,60,8969,10552,11956,11956,0,34,816000,4054000,,,11916,0,0
3540,60,9007,10358,10810,10810,0,34,816000,4057000,,,13031,0,1
3600,60,8940,10637,11848,11848,0,34,816000,4057000,,,12089,0,10
3660,60,8428,10373,11699,11699,0,34,816000,4056000,,,11132,0,29
3720,60,8937,10842,11262,11262,0,34,408000,4057000,,,12205,0,9
3780,60,9011,11033,20831,20831,2,34,816000,4053000,,,11227,0,0
3840,60,8956,11287,11551,11551,0,34,816000,4056000,,,12303,0,8
3900,60,8467,10444,12507,12507,0,34,816000,4057000,,,11317,0,22
3960,60,8822,11082,11373,11373,0,34,816000,4057000,,,12361,0,20
4020,60,8808,10868,11940,11940,0,34,816000,4057000,,,11347,0,15
4080,60,8644,10457,11436,11436,0,34,816000,4055000,,,12365,0,26
4140,60,8887,10468,10986,10986,0,34,816000,4046000,,,11322,0,11
4200,60,8699,10210,10610,10610,0,34,816000,4057000,,,12308,0,20
4260,60,8499,10647,14473,14473,0,34,816000,4057000,,,11236,0,33
4320,60,9624,12584,14500,14500,0,34,816000,4057000,,,12197,0,11
4380,60,12092,13909,14922,14922,0,34,1008000,4046000,,,13144,0,9
4440,60,12156,13441,14120,14120,0,34,816000,4057000,,,12025,0,7
4500,60,12122,14413,15158,15158,0,34,816000,4051000,,,12943,0,5
4560,60,12108,13786,14934,14934,0,34,816000,4054000,,,11799,0,9
4620,60,11943,13393,13576,13576,0,34,1008000,4049000,,,12688,0,10
4680,60,12106,13948,14578,14578,0,35,816000,4050000,,,11512,0,11
4740,60,12035,14242,14890,14890,0,34,1008000,4052000,,,12373,0,3
4800,60,11848,12983,14958,14958,0,34,816000,4051000,,,11171,0,9
4860,60,11943,13821,14646,14646,0,34,816000,4049000,,,12003,0,9
4920,60,12089,12449,13643,13643,0,35,816000,4052000,,,12818,0,9
4980,60,12066,14178,14973,14973,0,35,816000,4047000,,,11574,0,8
5040,60,12360,14298,15153,15153,0,34,816000,4052000,,,12363,0,1
5100,60,12264,14650,15357,15357,0,34,1008000,4050000,,,13159,0,0
5160,60,12116,14500,15134,15134,0,35,816000,4053000,,,11912,0,2
5220,60,12071,14226,14761,14761,0,35,1008000,4050000,,,12701,0,4
5280,60,12057,14278,14875,14875,0,35,816000,4047000,,,11428,0,5
5340,60,11712,13180,14565,14565,0,35,816000,4051000,,,12189,0,8
5370,30,11713,14283,27548,27548,1,33,600000,4048000,,,0,35,4
# total_frames=5370 over_budget=25 budget_us=16742
