frame,n,p50_us,p95_us,p99_us,max_us,over,temp_c,cur_khz,volt_uv,curr_ua,power_mw,aud_q,aud_under,aud_over
2460,60,3514,4100,4424,4424,0,33,408000,4078000,,,11774,0,13
2520,60,3529,4238,4462,4462,0,33,408000,4076000,,,12535,0,15
2580,60,3525,4292,4400,4400,0,33,408000,4078000,,,11232,0,18
2640,60,3575,4502,4634,4634,0,33,408000,4073000,,,11964,0,21
2700,60,3572,4367,4715,4715,0,33,408000,4067000,,,12681,0,17
2760,60,3497,4268,4541,4541,0,33,408000,4074000,,,11336,0,18
2820,60,3520,4297,4466,4466,0,33,408000,4077000,,,12025,0,17
2880,60,3502,4185,4339,4339,0,33,408000,4077000,,,12699,0,12
2940,60,3480,4141,4312,4312,0,33,408000,4072000,,,11312,0,15
3000,60,3529,4104,4350,4350,0,33,408000,4077000,,,11958,0,13
3060,60,3505,4005,4212,4212,0,33,408000,4075000,,,12590,0,12
3120,60,3480,3898,4029,4029,0,33,408000,4077000,,,11160,0,9
3180,60,3486,3650,3816,3816,0,33,408000,4076000,,,11764,0,4
3240,60,3485,3617,3697,3697,0,33,408000,4075000,,,12353,0,3
3300,60,3490,3591,3647,3647,0,33,408000,4077000,,,10902,0,0
3360,60,3492,3628,4142,4142,0,33,600000,4075000,,,11513,0,0
3420,60,3475,3585,3635,3635,0,34,408000,4077000,,,12138,0,0
3480,60,3503,3603,3683,3683,0,33,408000,4064000,,,10729,0,0
3540,60,3508,3675,3951,3951,0,33,408000,4076000,,,11382,0,0
3600,60,3482,3576,3669,3669,0,33,408000,4075000,,,12050,0,0
3660,60,3485,3575,3652,3652,0,33,408000,4077000,,,10684,0,0
3720,60,3498,3601,3705,3705,0,33,408000,4076000,,,11380,0,0
3780,60,3504,3627,3749,3749,0,33,408000,4064000,,,10042,0,0
3840,60,3494,3603,3720,3720,0,33,408000,4076000,,,10766,0,0
3900,60,3502,3645,3727,3727,0,33,408000,4074000,,,11505,0,0
3960,60,3512,3615,3667,3667,0,33,408000,4077000,,,10209,0,0
4020,60,3481,3566,3623,3623,0,33,408000,4074000,,,10977,0,0
4080,60,3493,3669,4063,4063,0,33,408000,4068000,,,11758,0,0
4140,60,3501,3617,4020,4020,0,33,600000,4075000,,,10505,0,0
4200,60,3494,3581,3609,3609,0,33,408000,4074000,,,11316,0,0
4260,60,3499,3632,4143,4143,0,33,408000,4075000,,,12139,0,0
4320,60,5104,7408,8681,8681,0,33,408000,4072000,,,10923,0,1
4380,60,5386,7429,7664,7664,0,33,408000,4069000,,,11761,0,2
4440,60,5413,7478,7636,7636,0,33,600000,4071000,,,12592,0,5
4500,60,5408,7236,7693,7693,0,33,600000,4071000,,,11361,0,9
4560,60,5452,6487,7493,7493,0,33,600000,4059000,,,12164,0,13
4620,60,5409,6872,7804,7804,0,33,600000,4069000,,,12953,0,14
4680,60,5459,6868,7259,7259,0,33,600000,4058000,,,11679,0,19
4740,60,5430,7041,7641,7641,0,33,408000,4057000,,,12439,0,23
4800,60,5470,6930,8498,8498,0,33,408000,4068000,,,11136,0,24
4860,60,5281,6813,7591,7591,0,33,600000,4069000,,,11868,0,25
4920,60,5299,6805,7925,7925,0,33,600000,4069000,,,12585,0,25
4980,60,5702,6890,7076,7076,0,33,408000,4071000,,,11240,0,32
5040,60,5593,7255,9174,9174,0,33,600000,4065000,,,11929,0,26
5100,60,5588,7159,7466,7466,0,33,408000,4070000,,,12604,0,25
5160,60,5355,7113,7170,7170,0,33,408000,4067000,,,11216,0,23
5220,60,5423,7032,7731,7731,0,33,600000,4067000,,,11862,0,15
5280,60,5336,7130,7542,7542,0,33,600000,4070000,,,12494,0,16
5340,60,5428,7232,7367,7367,0,33,600000,4070000,,,11064,0,12
5400,60,5385,7234,7747,7747,0,33,600000,4068000,,,11668,0,9
5413,13,5359,30259,30259,30259,1,33,600000,4067000,,,0,35,0
# total_frames=5413 over_budget=1 budget_us=16742
