t,clock,temp,cap
17419,408000,34130,53
17420,408000,34532,53
17421,408000,34130,53
17422,408000,34197,53
17423,408000,34130,53
17424,408000,34800,53
17426,408000,34398,53
17426,408000,34130,53
17428,408000,34063,53
17428,408000,34398,53
17430,408000,34465,53
RESULT armB: cc_delta=60 window_s=481 volt_end=3624000
17432,408000,34197,53
17434,408000,34331,53
